"Column Name","Label"
"S1702_C02_027MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C02_028E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C02_028EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C02_028M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C02_028MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C02_029E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C02_029EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C02_029M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C02_029MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C02_030E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C02_030EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C02_030M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C02_030MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C02_031E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C02_031EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C02_031M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C02_031MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C02_032E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_032EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_032M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_032MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_033E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_033M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_033MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_033EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_034E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_034EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_034M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_034MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_035E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_035M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_035MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_035EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_036E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_036M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_036MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_036EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_037E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_037EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_037M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_037MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_038E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_038EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_038M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_038MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_039E","Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_039M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_039MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_039EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_040E","Estimate!!All families!!Percent below poverty level!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_040EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_040M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_040MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_041E","Estimate!!All families!!Percent below poverty level!!Families!!TENURE!!Owner occupied"
"S1702_C02_041EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!TENURE!!Owner occupied"
"S1702_C02_041M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!TENURE!!Owner occupied"
"S1702_C02_041MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!TENURE!!Owner occupied"
"S1702_C02_042E","Estimate!!All families!!Percent below poverty level!!Families!!TENURE!!Renter Occupied"
"S1702_C02_042M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C02_042MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C02_042EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!TENURE!!Renter Occupied"
"S1702_C02_043E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_043EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_043M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_043MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_044E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_044EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_044M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_044MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_045E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_045EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_045M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_045MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_046E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_046EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_046M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_046MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_047E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_047M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_047MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_047EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_048E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_048M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_048MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_048EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_049E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_049EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_049M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_049MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_050E","Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C02_050M","Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C02_050MA","Annotation of Margin of Error!!All families!!Percent below poverty level MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C02_050EA","Annotation of Estimate!!All families!!Percent below poverty level!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C03_001E","Estimate!!Married-couple families!!Total!!Families"
"S1702_C03_001M","Margin of Error!!Married-couple families!!Total MOE!!Families"
"S1702_C03_001MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families"
"S1702_C03_001EA","Annotation of Estimate!!Married-couple families!!Total!!Families"
"S1702_C03_002E","Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years"
"S1702_C03_002EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years"
"S1702_C03_002M","Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years"
"S1702_C03_002MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years"
"S1702_C03_003E","Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_003EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_003M","Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_003MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_004E","Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_004EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_004M","Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_004MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_005E","Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C03_005EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C03_005M","Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C03_005MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C03_006E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_006EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_006M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_006MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_007E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_007M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_007MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_007EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_008E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_008M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_008MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_008EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_009E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_009M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_009MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_009EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_010E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_010M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_010MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_010EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_011E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_011EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_011M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_011MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_012E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_012M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_012MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_012EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_013E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_013M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_013MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_013EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_014E","Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_014EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_014M","Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_014MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_015E","Estimate!!Married-couple families!!Total!!Families!!Householder worked"
"S1702_C03_015EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!Householder worked"
"S1702_C03_015M","Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder worked"
"S1702_C03_015MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder worked"
"S1702_C03_016E","Estimate!!Married-couple families!!Total!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_016M","Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_016MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_016EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_017E","Estimate!!Married-couple families!!Total!!Families!!Householder 65 years and over"
"S1702_C03_017EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!Householder 65 years and over"
"S1702_C03_017M","Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder 65 years and over"
"S1702_C03_017MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!Householder 65 years and over"
"S1702_C03_018E","Estimate!!Married-couple families!!Total!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_018EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_018M","Margin of Error!!Married-couple families!!Total MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_018MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_019E","Estimate!!Married-couple families!!Total!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_019EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_019M","Margin of Error!!Married-couple families!!Total MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_019MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_020E","Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_020M","Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_020MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_020EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_021E","Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_021EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_021M","Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_021MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_022E","Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_022M","Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_022MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_022EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
